genre,rating,watched
"Documentary, Biography",7.0,0
Documentary,7.4,0
"Horror, Mystery, Thriller",7.6,0
"Action, Crime, Drama",6.4,0
"Drama, Horror, Mystery",5.3,0
"Biography, Drama, Family",7.6,0
Comedy,5.3,0
Documentary,7.5,0
"Action, Comedy, Romance",4.0,0
"Comedy, Family",5.8,0
"Action, Crime, Drama",4.1,0
Drama,6.8,0
Drama,,0
Family,5.8,0
"Action, Adventure, Drama",,0
"Documentary, Biography, Sport",8.2,0
"Adventure, Drama, Mystery",5.9,0
"Comedy, Drama",5.4,0
"Crime, Drama, Thriller",5.1,0
"Drama, Sport",6.6,0
Drama,4.7,0
"Action, Drama, War",5.3,0
Drama,6.9,0
"Biography, Drama, Thriller",6.6,0
"Adventure, Western",5.9,0
"Comedy, Family, Fantasy",5.5,0
"Drama, Fantasy, Romance",6.3,0
"Animation, Short, Adventure",,0
"Documentary, Biography",7.5,0
"Animation, Adventure, Family",5.2,0
"Action, Drama, Horror",5.9,0
Documentary,6.3,0
"Drama, Horror, Thriller",4.7,0
"Documentary, Comedy",6.1,0
"Animation, Family",6.3,0
Reality-TV,6.6,0
"Crime, Drama, Film-Noir",6.7,0
"Comedy, History, Romance",6.8,0
"Animation, Family, Fantasy",,0
"Comedy, Romance",4.8,0
"Documentary, Biography",7.6,0
Comedy,7.6,0
Animation,9.4,0
Drama,7.6,0
"Documentary, Short",7.1,0
Documentary,7.0,0
"Action, Comedy, History",4.7,0
"Comedy, Romance",6.7,0
"Action, Adventure, Family",,0
"Horror, Thriller",4.8,0
Crime,6.6,0
"Documentary, Crime",6.7,0
Comedy,7.3,0
"Short, Drama, Music",6.6,0
"Comedy, Drama",7.6,0
Documentary,7.2,0
Documentary,8.0,0
"Documentary, Biography",7.0,0
"Comedy, Drama",7.2,0
"Animation, Action, Comedy",7.7,0
"Comedy, Drama",7.4,0
Comedy,7.3,0
Comedy,5.8,0
Documentary,7.7,0
"Comedy, Drama, Romance",7.5,0
"Crime, Drama, Mystery",6.6,0
"Animation, Short, Adventure",4.0,0
Documentary,7.5,0
Comedy,6.6,0
"Animation, Action, Adventure",7.2,0
Drama,6.4,0
Comedy,7.0,0
"Documentary, History",7.0,0
Drama,7.7,0
"Documentary, Game-Show",6.7,0
Reality-TV,4.8,0
Thriller,,0
"Horror, Thriller",3.7,0
"Documentary, Biography",7.5,0
"Documentary, Biography, History",6.9,0
"Animation, Comedy, Drama",7.4,0
"Documentary, Comedy",7.5,0
"Horror, Mystery",4.1,0
"Documentary, Reality-TV",6.6,0
"Family, Fantasy, Musical",6.1,0
"Drama, Sci-Fi",,0
Documentary,7.2,0
"Animation, Adventure, Comedy",6.6,0
Comedy,7.0,0
"Action, Drama",3.4,0
"Drama, Mystery",5.5,0
"Drama, Romance",7.1,0
Documentary,6.1,0
"Action, Crime, Thriller",5.7,0
Western,6.1,0
"Crime, Drama, Mystery",6.3,0
Comedy,6.8,0
Comedy,7.3,0
"Animation, Action, Adventure",,0
"Crime, Drama, Thriller",7.5,0
"Adventure, Comedy, Family",4.1,0
"Drama, Family, Music",8.8,0
Drama,,0
"Action, Drama, Thriller",6.3,0
"Crime, Drama, Mystery",6.4,0
"Drama, Family, Sci-Fi",7.2,0
"Drama, History, Thriller",3.7,0
"Animation, Action, Fantasy",6.8,0
"Drama, Fantasy, Horror",5.4,0
Documentary,7.0,0
"Reality-TV, Romance",6.2,0
"Comedy, Drama, Romance",7.2,0
"Comedy, Music, Romance",5.9,0
"Documentary, Short, Comedy",7.8,0
"Comedy, Talk-Show",6.1,0
"Documentary, Short",6.8,0
"Comedy, Action",5.9,0
Animation,6.3,0
Western,6.8,0
"Comedy, Drama",7.9,0
"Reality-TV, Romance",7.0,0
"Crime, Drama, Romance",6.6,0
"Animation, Action, Sci-Fi",6.3,0
"Animation, Family, Fantasy",5.1,0
"Documentary, Biography, Crime",7.5,0
"Documentary, Crime",8.1,0
Drama,5.8,0
"Comedy, Fantasy",5.3,0
"Adventure, Drama",7.2,0
Comedy,8.2,0
Comedy,7.3,0
"Animation, Comedy, Fantasy",5.4,0
Thriller,5.0,0
Drama,4.6,0
Documentary,6.3,0
"Documentary, Biography",8.5,0
"Drama, Romance",6.2,0
Reality-TV,4.2,0
Comedy,6.2,0
"Biography, Drama",7.6,0
"Animation, Family, Musical",5.4,0
"Comedy, Drama",7.0,0
"Horror, Romance",5.3,0
"Drama, Thriller",4.5,0
Comedy,5.3,0
Comedy,7.3,0
"Family, Sport",4.2,0
"Documentary, Biography, Music",7.3,0
"Crime, Mystery, Thriller",5.5,0
"Documentary, Music, News",8.2,0
"Comedy, Crime, Thriller",7.4,0
Documentary,5.1,0
Comedy,5.7,0
"Drama, Fantasy",,0
Horror,2.7,0
Comedy,6.6,0
Documentary,6.7,0
"Drama, Fantasy, Thriller",6.4,0
"Documentary, Biography",5.8,0
"Documentary, Sport",,0
Comedy,4.0,0
"Documentary, Sport",6.6,0
"Horror, Reality-TV, Sci-Fi",4.3,0
Drama,6.0,0
"Action, Drama, Sport",5.6,0
Drama,6.7,0
Documentary,7.7,0
"Animation, Action, Adventure",4.3,0
"Drama, Mystery, Thriller",5.3,0
Action,4.6,0
Comedy,4.7,0
"Animation, Comedy, Drama",8.1,0
Horror,2.5,0
Comedy,6.0,0
Documentary,8.2,0
"Comedy, Romance",7.0,0
Comedy,7.3,0
"Game-Show, Reality-TV",6.8,0
"Family, Musical",6.7,0
"Animation, Comedy, Drama",6.8,0
Comedy,,0
"Action, Adventure, Drama",4.4,0
"Comedy, Drama",6.9,0
Documentary,8.3,0
Comedy,,0
"Action, Crime",5.9,0
"Comedy, Reality-TV",6.9,0
Comedy,5.9,0
"Drama, Romance",6.5,0
"Biography, Crime, Drama",7.2,0
"Comedy, Family",6.0,0
"Comedy, Drama, Romance",5.3,0
"Drama, History, War",6.5,0
"Documentary, Short, War",7.5,0
"Horror, Thriller",4.8,0
"Action, Adventure, Drama",,0
"Comedy, Romance",6.4,0
"Comedy, Romance",5.4,0
"Documentary, Biography",7.2,0
Comedy,6.9,0
"Animation, Action, Adventure",,0
Reality-TV,8.2,0
"Animation, Comedy, Drama",8.0,0
"Action, Horror, Thriller",2.0,0
"Comedy, Drama, Romance",7.1,0
"Animation, Action, Adventure",5.7,0
Documentary,6.5,0
Reality-TV,7.6,0
Crime,6.4,0
Comedy,,0
"Adventure, Fantasy, Horror",5.0,0
Animation,6.0,0
Drama,7.8,0
Animation,,0
Comedy,5.5,0
"Drama, History, War",4.2,0
Crime,7.3,0
Drama,5.1,0
"Action, Adventure, Drama",7.0,0
"Documentary, Comedy",5.6,0
"Animation, Action, Adventure",7.5,0
"Documentary, History",6.5,0
"Drama, History",6.5,0
"Documentary, Comedy, Musical",7.6,0
"Comedy, Drama, Musical",7.4,0
Drama,6.7,0
"Drama, Horror, Thriller",5.9,0
"Documentary, Drama",7.2,0
Musical,6.3,0
Drama,,0
"Action, Adventure, Crime",5.2,0
"Documentary, Horror",6.5,0
"Animation, Comedy, Family",7.9,0
"Comedy, Crime, Drama",5.8,0
Crime,6.4,0
Drama,8.0,0
Comedy,7.9,0
Comedy,6.1,0
Comedy,7.2,0
"Documentary, Short",7.4,0
Reality-TV,4.0,0
"Action, Adventure, Comedy",5.6,0
Reality-TV,,0
"Documentary, Crime",7.3,0
"Action, Crime, Thriller",7.0,0
Drama,6.8,0
"Action, Comedy, Crime",5.5,0
"Animation, Adventure, Comedy",5.9,0
"Action, Adventure, Sci-Fi",,0
Reality-TV,4.9,0
"Horror, Thriller",4.3,0
"Action, Crime, Drama",6.4,0
"Biography, Crime, Drama",,0
"Action, Thriller",,0
"Short, Family, Mystery",4.3,0
"Action, Crime, Drama",3.8,0
"Animation, Action, Family",3.7,0
Drama,7.2,0
Comedy,7.0,0
Romance,5.2,0
"Drama, Romance",5.6,0
"Documentary, Short",7.1,0
"Drama, Mystery",8.2,0
"Drama, Music",7.0,0
"Drama, Horror, Mystery",6.0,0
"Comedy, Crime, Drama",6.0,0
Animation,6.4,0
Action,,0
"Drama, Romance",7.4,0
Comedy,4.1,0
"Documentary, Sport",7.4,0
"Comedy, Thriller",4.0,0
Action,4.5,0
Drama,6.5,0
"Animation, Action, Comedy",6.9,0
Comedy,6.1,0
"Short, Drama",7.2,0
Family,6.5,0
Documentary,6.4,0
"Action, Crime, Drama",5.5,0
"Animation, Short, Adventure",6.2,0
"Animation, Short, Action",6.3,0
Horror,4.6,0
"Comedy, Family",5.1,0
Comedy,7.2,0
Comedy,6.0,0
"Comedy, Crime, Drama",7.8,0
"Drama, Mystery, Thriller",6.6,0
"Crime, Drama, Thriller",4.4,0
"Drama, Thriller, Western",6.3,0
Documentary,7.5,0
"Documentary, Crime",7.0,0
Drama,6.6,0
Comedy,7.8,0
Animation,6.2,0
Thriller,,0
Comedy,6.1,0
Horror,4.7,0
"Music, Romance",6.8,0
Comedy,,0
"Action, Comedy, Crime",,0
"Biography, Drama",5.3,0
"Animation, Action, Adventure",4.6,0
"Action, Crime, Drama",6.1,0
"Comedy, Drama, Family",7.9,0
"Drama, Horror, Mystery",3.5,0
Drama,6.2,0
"Drama, Mystery, Romance",3.4,0
"Crime, Fantasy, Thriller",7.0,0
Action,3.1,0
"Documentary, Crime, Mystery",6.8,0
Drama,6.2,0
"Animation, Comedy, Family",,0
"Animation, Adventure, Comedy",7.8,0
"Comedy, Romance",7.7,0
Reality-TV,6.8,0
"Documentary, Biography",7.3,0
Comedy,6.4,0
"Animation, Action, Adventure",5.4,0
"Crime, Drama",7.0,0
"Comedy, Romance",5.8,0
Comedy,8.0,0
Drama,7.2,0
Comedy,3.5,0
"Animation, Action, Adventure",6.6,0
"Biography, Drama, History",6.9,0
"Music, Reality-TV",7.0,0
Documentary,6.7,0
"Drama, Mystery, Thriller",5.8,0
"Animation, Action, Adventure",5.4,0
Romance,6.4,0
Family,6.2,0
Comedy,7.2,0
"Comedy, Crime, Drama",8.9,0
"Comedy, Drama, Family",5.9,0
"Comedy, Music, Romance",4.1,0
"Animation, Action, Adventure",5.8,0
Drama,,0
"Animation, Adventure, Drama",7.0,0
"Action, Crime, Drama",,0
"Documentary, Music",7.9,0
"Documentary, Short, Sci-Fi",8.5,0
"Documentary, Crime",3.9,0
"Drama, Horror, Mystery",5.6,0
"Drama, Thriller",4.8,0
"Documentary, Crime",7.6,0
Documentary,6.6,0
"Comedy, Crime, Drama",5.3,0
Drama,6.6,0
"Documentary, Comedy",6.3,0
"Comedy, Drama",6.8,0
News,5.5,0
Documentary,7.8,0
"Drama, Romance",6.9,0
"Drama, Thriller",,0
"Documentary, Crime",7.0,0
Documentary,7.7,0
"Drama, Horror, Thriller",5.6,0
"Drama, Reality-TV",6.4,0
"Comedy, Drama, Romance",5.6,0
Reality-TV,7.7,0
"Documentary, Animation",6.8,0
"Documentary, Biography",6.8,0
"Documentary, Comedy, Drama",6.6,0
"Documentary, History",6.7,0
"Documentary, Animation, Comedy",7.6,0
"Animation, Adventure, Comedy",7.0,0
"Documentary, Short",6.7,0
"Animation, Short, Action",6.2,0
"Documentary, Sport",7.3,0
"Documentary, Short",7.3,0
Documentary,6.5,0
"Comedy, Crime, Mystery",6.2,0
Comedy,6.9,0
Documentary,7.8,0
"Comedy, Family, Fantasy",5.2,0
Comedy,7.2,0
"Comedy, Drama",6.7,0
"Action, Drama, Romance",6.5,0
Horror,3.5,0
"Animation, Adventure, Comedy",6.9,0
"Animation, Adventure, Family",7.5,0
Romance,7.4,0
Comedy,7.2,0
"Comedy, Crime",5.0,0
"Documentary, Biography, Sport",6.3,0
Comedy,5.2,0
Fantasy,6.8,0
"Comedy, Romance",5.2,0
"Comedy, Drama, Romance",5.4,0
"Animation, Fantasy, Sci-Fi",6.9,0
Drama,7.6,0
"Drama, Fantasy, Romance",,0
"Action, Comedy",4.9,0
Drama,,0
Comedy,,0
"Comedy, Drama, Romance",5.5,0
"Drama, Romance",6.8,0
"Drama, Romance",7.3,0
"Animation, Action, Adventure",4.7,0
Comedy,7.2,0
Reality-TV,7.5,0
Comedy,7.1,0
"Action, Drama, Horror",3.6,0
"Drama, Reality-TV",7.8,0
"Animation, Action, Adventure",6.1,0
"Documentary, Crime",6.3,0
Comedy,7.7,0
"Action, Comedy, Crime",6.0,0
"Documentary, Drama",6.6,0
"Drama, Mystery, Thriller",5.4,0
Comedy,5.3,0
"Documentary, Animation, Short",6.6,0
"Action, Comedy, Fantasy",7.3,0
Documentary,7.2,0
"Comedy, Crime, Drama",,0
Drama,6.9,0
Documentary,,0
"Action, Drama, Thriller",4.7,0
Horror,2.3,0
Documentary,6.6,0
"Comedy, Romance",4.5,0
"Animation, Adventure, Family",6.8,0
"Documentary, Comedy",5.8,0
"Documentary, Mystery, Reality-TV",5.1,0
"Drama, Mystery, Thriller",6.6,0
"Comedy, Music, Romance",3.7,0
"Drama, History",6.7,0
"Documentary, Family",8.0,0
"Comedy, Drama, Romance",3.8,0
"Documentary, Crime, History",6.3,0
Horror,6.8,0
"Comedy, Family",6.3,0
Drama,7.2,0
Western,6.3,0
Family,,0
Reality-TV,6.9,0
"Action, Crime, Thriller",6.5,0
"Documentary, Comedy",5.6,0
Western,6.5,0
"Crime, Drama, Romance",5.0,0
Comedy,4.3,0
Comedy,7.0,0
Drama,7.5,0
Documentary,6.7,0
Drama,5.6,0
"Action, Horror, Thriller",2.2,0
"Drama, History, Romance",6.3,0
"Documentary, Biography, Drama",8.1,0
Drama,8.0,0
"Drama, Romance",5.9,0
Music,6.8,0
Comedy,8.0,0
Thriller,,0
Documentary,6.4,0
Comedy,5.4,0
Romance,7.9,0
"Animation, Music",6.1,0
"Drama, Sci-Fi, Thriller",2.7,0
"Crime, Mystery",7.1,0
Comedy,5.4,0
"Documentary, Biography, History",7.3,0
"Animation, Short, Drama",6.4,0
Documentary,8.1,0
"Drama, Romance",6.9,0
"Comedy, Musical",7.0,0
"Documentary, Crime",8.0,0
"Documentary, Crime",7.1,0
"Drama, Mystery, Sci-Fi",3.9,0
"Action, Crime, Drama",6.6,0
Comedy,6.2,0
"Drama, Family",5.5,0
"Drama, Musical",7.5,0
Documentary,,0
Documentary,7.3,0
Comedy,7.7,0
Documentary,6.2,0
"Drama, Romance",,0
"Biography, Drama, Music",,0
Comedy,5.7,0
Comedy,7.4,0
"Documentary, Comedy",3.9,0
Drama,,0
"Comedy, Drama",7.1,0
"Adventure, Family",5.2,0
Reality-TV,7.5,0
"Biography, History",7.6,0
Romance,8.4,0
Reality-TV,6.6,0
"Drama, Thriller, War",5.3,0
"Animation, Adventure, Family",5.2,0
"Short, Drama, History",6.3,0
"Action, Crime, Drama",5.5,0
Documentary,8.7,0
"Comedy, Drama, Romance",6.1,0
"Comedy, Romance",5.6,0
"Comedy, Drama, Romance",4.8,0
Drama,6.1,0
Reality-TV,5.3,0
"Comedy, Crime",5.3,0
"Family, Reality-TV",5.1,0
"Game-Show, Reality-TV",6.6,0
Comedy,7.2,0
"Adventure, Comedy, Drama",7.6,0
Horror,2.7,0
"Crime, Drama",5.9,0
"Animation, Action, Adventure",6.5,0
Drama,4.4,0
"Crime, Drama",6.7,0
"Comedy, Drama",8.0,0
Comedy,7.0,0
"Animation, Action, Fantasy",7.0,0
Drama,5.5,0
Comedy,7.5,0
Reality-TV,3.6,0
"Drama, Mystery",,0
Musical,6.2,0
Talk-Show,7.3,0
"Short, Adventure",5.4,0
Drama,,0
"Documentary, Crime, History",7.6,0
Thriller,4.4,0
"Documentary, Biography, Sport",7.2,0
Comedy,5.9,0
"Action, Drama",7.0,0
"Animation, Short, Adventure",6.7,0
Comedy,4.4,0
Animation,6.3,0
"Crime, Drama, Thriller",5.7,0
"Documentary, Comedy",7.2,0
Reality-TV,8.4,0
"Comedy, Romance",5.0,0
"Comedy, Drama",5.7,0
Comedy,5.5,0
"Action, Thriller",7.6,0
"Action, Crime, Drama",2.7,0
"Crime, Drama, Mystery",6.9,0
"Comedy, Drama",5.6,0
"Comedy, Drama",7.3,0
"Documentary, Horror, Mystery",7.9,0
Horror,4.6,0
Romance,6.7,0
"Comedy, Romance",7.3,0
"Documentary, Short",7.0,0
"Action, Drama, Romance",6.6,0
Reality-TV,3.9,0
"Animation, Sport",6.6,0
"Animation, Action, Adventure",6.3,0
Drama,3.7,0
"Animation, Action, Adventure",8.5,0
"Crime, Drama, Romance",4.3,0
"Documentary, Crime",6.5,0
Romance,6.9,0
Thriller,,0
Comedy,7.4,0
"Drama, Romance",7.1,0
Comedy,5.6,0
"Short, Drama, Romance",6.2,0
Comedy,6.6,0
"Documentary, Music",6.5,0
Animation,6.8,0
Drama,5.7,0
Drama,6.6,0
"Biography, Drama",,0
Comedy,,0
"Documentary, Comedy",6.7,0
"Comedy, Drama, Romance",7.5,0
"Crime, Thriller",5.3,0
Drama,7.5,0
"Documentary, Short",5.5,0
"Drama, Fantasy",6.1,0
"Animation, Action",7.1,0
Comedy,6.2,0
"Action, Adventure, Drama",7.4,0
Documentary,7.2,0
"Documentary, Reality-TV",7.2,0
"Action, Crime, Drama",6.4,0
Drama,7.2,0
"Animation, Adventure, Drama",,0
Documentary,,0
"Adventure, Mystery",6.9,0
Drama,,0
"Music, Reality-TV",6.2,0
"Comedy, Romance",5.0,0
"Comedy, Musical",5.2,0
"Action, Comedy, Sci-Fi",5.3,0
"Drama, Thriller",6.4,0
"Drama, Horror",4.5,0
"Documentary, Crime",7.5,0
"Game-Show, Reality-TV",,0
Comedy,4.3,0
Fantasy,,0
"Comedy, Romance",6.0,0
"Comedy, Romance",3.8,0
"Animation, Adventure, Comedy",7.2,0
"Crime, Drama, Film-Noir",6.3,0
"Animation, Sport",6.0,0
"Drama, Horror, Thriller",5.6,0
"Documentary, Crime, Thriller",6.7,0
"Documentary, Animation, History",6.1,0
"Animation, Comedy, Family",7.3,0
Drama,7.7,0
Drama,6.8,0
Documentary,6.7,0
Documentary,6.9,0
Comedy,5.8,0
"Documentary, Sport",6.4,0
Crime,7.0,0
"Animation, Comedy, Family",8.8,0
"Documentary, Biography, Comedy",7.5,0
"Documentary, Sport",6.2,0
"Crime, Drama, Thriller",5.6,0
Action,5.1,0
Comedy,5.1,0
"Drama, Family, Mystery",7.0,0
Documentary,6.7,0
"Comedy, Romance",5.5,0
"Animation, Comedy, Family",6.6,0
"Documentary, Music",7.6,0
"Horror, Mystery",3.8,0
"Comedy, War",5.8,0
,,0
Drama,,0
"Biography, Drama, Mystery",5.3,0
Documentary,7.5,0
Drama,5.7,0
Comedy,7.6,0
Documentary,7.8,0
"Adventure, Game-Show, Mystery",,0
Comedy,6.2,0
"Documentary, History",7.6,0
Drama,,0
"Animation, Family",,0
"Documentary, Reality-TV",6.7,0
Comedy,7.9,0
"Horror, Mystery",4.1,0
"Animation, Family",5.1,0
Drama,6.6,0
"Horror, Mystery, Thriller",3.8,0
"Adventure, Reality-TV",8.1,0
Animation,6.5,0
"Documentary, Biography, History",7.4,0
"Adventure, Drama, Sport",6.1,0
"Drama, Romance",6.7,0
"Biography, Drama, Music",,0
"Drama, Romance",6.0,0
Comedy,6.2,0
"Comedy, Mystery, Thriller",,0
Thriller,,0
"Horror, Thriller",2.3,0
Thriller,4.3,0
Documentary,7.4,0
Comedy,6.0,0
Drama,8.0,0
"Drama, Romance",5.8,0
Drama,6.7,0
Adventure,4.7,0
Comedy,7.1,0
Documentary,7.1,0
Action,7.2,0
Comedy,,0
"Drama, Sport",5.6,0
"Animation, Adventure, Family",5.4,0
Drama,5.9,0
Comedy,7.5,0
Documentary,7.4,0
"Animation, Action, Adventure",6.4,0
"Animation, Comedy, Family",6.3,0
,,0
"Comedy, Drama, Horror",5.9,0
"Crime, Drama",7.8,0
"Animation, Horror",7.5,0
Documentary,7.3,0
Reality-TV,7.1,0
"Comedy, Crime, Drama",6.9,0
"Animation, Adventure, Family",8.3,0
"Comedy, Drama, Romance",6.7,0
"Short, Comedy",6.7,0
Romance,7.0,0
Thriller,3.4,0
"Action, Crime, Drama",6.2,0
"Action, Adventure, Drama",,0
Documentary,5.9,0
,,0
Action,5.0,0
"Comedy, Drama, Romance",6.8,0
Documentary,6.7,0
"Crime, Drama, Thriller",6.0,0
"Animation, Action, Adventure",,0
Drama,5.1,0
"Drama, Romance",5.5,0
Drama,,0
"Documentary, Biography, History",7.4,0
Comedy,6.5,0
"Animation, Adventure, Drama",7.4,0
"Animation, Action, Adventure",5.9,0
Comedy,4.5,0
Comedy,6.7,0
"Animation, Fantasy",6.7,0
"Action, Comedy",6.3,0
Documentary,6.9,0
"Documentary, Short, Sport",7.0,0
"Documentary, Biography, Crime",6.8,0
Reality-TV,3.9,0
Reality-TV,6.7,0
Family,,0
"Documentary, News",8.2,0
Documentary,5.6,0
Drama,7.0,0
"Animation, Short, Comedy",6.3,0
"Animation, Action, Drama",4.7,0
Drama,5.7,0
Drama,7.8,0
"Documentary, Comedy",7.7,0
"Biography, Comedy, Drama",6.9,0
Comedy,5.5,0
"Drama, Romance",6.8,0
"Documentary, Short",6.2,0
"Animation, Comedy, Family",7.4,0
"Mystery, Thriller",6.0,0
"Animation, Short, Adventure",,0
Sci-Fi,7.1,0
"Animation, Action, Adventure",6.2,0
Family,5.1,0
"Action, Fantasy, Sci-Fi",,0
"Drama, Romance",7.3,0
Family,8.0,0
"Short, Crime, Drama",7.4,0
"Documentary, Short",,0
"Animation, Action, Sci-Fi",5.9,0
"Documentary, Drama",7.4,0
"Biography, Drama, History",7.6,0
"Documentary, Biography, Sport",7.0,0
"Drama, Horror, Thriller",,0
Sport,7.6,0
Comedy,5.0,0
Comedy,,0
"Adventure, Drama",,0
"Game-Show, Reality-TV",,0
Drama,6.7,0
"Animation, Short",5.0,0
"Action, Crime, Thriller",6.6,0
Comedy,6.1,0
"Documentary, Crime",6.2,0
Comedy,2.2,0
Comedy,6.9,0
"Comedy, Family",5.5,0
"Documentary, Animation, Short",7.1,0
"Drama, Romance",5.1,0
"Crime, Thriller",5.1,0
"Comedy, Romance",5.5,0
"Documentary, History",7.7,0
"Documentary, Crime",6.6,0
Documentary,7.3,0
Horror,3.2,0
Comedy,3.5,0
"Documentary, Biography",7.1,0
"Crime, Drama, Thriller",6.2,0
"Drama, Mystery, Thriller",6.1,0
"Comedy, Thriller",5.7,0
"Animation, Action, Sci-Fi",6.5,0
"Animation, Drama, Romance",6.3,0
Comedy,7.4,0
"Drama, Family",4.6,0
"Action, Adventure, Comedy",2.5,0
Animation,5.5,0
"Comedy, Family",6.7,0
Drama,7.1,0
"Horror, Mystery, Thriller",6.8,0
Thriller,2.9,0
"Drama, Romance",7.3,0
Documentary,7.3,0
Comedy,6.9,0
"Drama, History, Thriller",6.7,0
"Short, Drama",7.2,0
"Comedy, Romance",4.8,0
"Horror, Mystery",,0
"Animation, Short, Adventure",7.0,0
"Adventure, Fantasy, Sci-Fi",,0
"Action, Drama",5.5,0
Comedy,5.9,0
"Animation, Adventure, Comedy",5.8,0
"Documentary, Sport",8.1,0
"Animation, Adventure, Comedy",,0
"Animation, Action, Adventure",,0
"Drama, Sci-Fi",6.6,0
"Horror, Thriller",2.5,0
"Biography, Comedy, Drama",5.7,0
"Adventure, Drama, Fantasy",,0
Documentary,6.3,0
Drama,8.0,0
Reality-TV,5.8,0
Documentary,7.5,0
"Drama, Thriller",,0
"Comedy, Drama, Romance",4.0,0
"Action, Biography, Crime",4.6,0
Drama,6.6,0
"Documentary, Biography, Music",6.9,0
Reality-TV,6.6,0
"Horror, Thriller",4.8,0
"Comedy, Drama",4.5,0
"Crime, Thriller",4.2,0
"Action, Adventure, Fantasy",3.6,0
"Mystery, Thriller",5.4,0
Documentary,7.1,0
"Animation, Short, Adventure",7.2,0
Documentary,6.2,0
Comedy,6.9,0
"Documentary, Comedy",5.1,0
"Documentary, Comedy",4.2,0
"Drama, Romance",7.6,0
Documentary,8.3,0
"Documentary, Romance",7.4,0
"Documentary, Music",7.2,0
"Crime, Drama, Thriller",4.8,0
Documentary,8.4,0
Documentary,7.6,0
Documentary,7.8,0
"Action, Crime, Drama",6.9,0
"Drama, Family",5.5,0
Comedy,5.9,0
"Documentary, Comedy",7.3,0
"Documentary, Drama",7.6,0
"Crime, Drama, Thriller",6.5,0
Comedy,7.3,0
"Documentary, Short",7.4,0
"Drama, Mystery",5.2,0
"Crime, Drama",6.5,0
"Action, Crime, Romance",6.1,0
"Action, Crime, Thriller",6.5,0
"Crime, Drama, Thriller",5.6,0
"Animation, Action, Adventure",5.5,0
Comedy,4.2,0
Documentary,6.7,0
Comedy,4.5,0
"Crime, Drama, History",7.3,0
"Action, Thriller",3.8,0
"Documentary, Biography",7.4,0
Comedy,,0
Comedy,6.3,0
"Drama, Thriller",,0
Comedy,6.4,0
Documentary,6.7,0
Drama,8.4,0
Reality-TV,4.4,0
"Fantasy, Music",3.9,0
Documentary,6.5,0
"Documentary, History, Sport",7.2,0
Documentary,5.6,0
"Comedy, Drama",4.5,0
Documentary,7.1,0
Comedy,7.9,0
"Animation, Comedy",,0
"Comedy, Drama, Romance",7.3,0
Documentary,6.5,0
Adventure,4.4,0
"Comedy, Drama",4.6,0
"Animation, Action, Adventure",8.3,0
Music,7.5,0
"Comedy, Crime",6.9,0
"Drama, Romance",4.4,0
Documentary,6.6,0
"Comedy, Fantasy, Music",7.2,0
"Action, Comedy, Crime",5.9,0
Drama,6.2,0
"Comedy, Romance",6.1,0
"Animation, Adventure, Comedy",6.9,0
"Drama, History, Romance",8.3,0
Documentary,8.2,0
"Animation, Comedy, Sci-Fi",,0
"Comedy, Romance",5.5,0
Documentary,6.7,0
Drama,4.9,0
Documentary,7.1,0
Action,7.4,0
"Comedy, Horror",5.4,0
"Animation, Action, Adventure",,0
Documentary,8.3,0
"Documentary, Biography",7.5,0
Comedy,7.9,0
"Animation, Comedy, Family",5.2,0
Documentary,8.4,0
Animation,8.2,0
"Drama, Thriller",6.9,0
Comedy,6.1,0
"Biography, Drama",8.2,0
"Comedy, Drama, Romance",6.3,0
"Animation, Adventure, Comedy",6.5,0
"Romance, Western",6.0,0
Horror,4.8,0
Comedy,7.1,0
"Action, Thriller",5.7,0
"Comedy, Drama, Family",6.8,0
"Documentary, Drama, History",7.3,0
"Fantasy, Thriller",4.7,0
Comedy,7.6,0
"Game-Show, Reality-TV",,0
"Comedy, Drama",6.7,0
"Action, Comedy, Crime",4.4,0
"Comedy, Drama",7.0,0
Comedy,4.1,0
"Action, Comedy, Fantasy",,0
Animation,5.9,0
"Short, Comedy",6.3,0
"Short, Comedy, Talk-Show",7.6,0
Documentary,6.7,0
Drama,,0
"Animation, Family",7.9,0
"Action, Thriller",,0
"Documentary, Music",7.7,0
"Documentary, Sport",6.7,0
"Comedy, Family, Fantasy",5.6,0
Documentary,8.6,0
Comedy,4.4,0
Drama,6.6,0
Comedy,,0
"Drama, Romance",6.1,0
"Drama, Sport",,0
"Animation, Adventure, Comedy",,0
"Comedy, Crime, Drama",6.6,0
"Action, Adventure, Drama",4.6,0
Comedy,6.3,0
"Action, Crime, Drama",6.4,0
Animation,5.7,0
"Documentary, Crime",5.6,0
Comedy,7.4,0
"Comedy, Family",5.8,0
"Drama, Fantasy, Sci-Fi",3.6,0
Comedy,6.5,0
Comedy,4.8,0
"Documentary, Music",7.1,0
"Comedy, Drama",6.3,0
Family,5.6,0
"Animation, Comedy, Drama",6.9,0
Comedy,6.5,0
"Documentary, Crime, Thriller",7.9,0
"Drama, History, Thriller",6.6,0
Drama,5.6,0
Drama,5.8,0
"Documentary, Mystery",6.5,0
Drama,6.5,0
"Documentary, Biography, Music",7.6,0
Reality-TV,6.8,0
"Drama, Thriller",,0
"Comedy, Crime, Drama",5.3,0
Romance,6.6,0
"Comedy, Crime, Drama",6.6,0
Animation,5.0,0
Biography,,0
"Action, Crime, Thriller",6.7,0
