genre,rating,watched
"Animation, Adventure, Drama",7.7,0
"Action, Crime, Drama",5.9,0
"Drama, Fantasy, Music",7.7,0
Drama,6.5,0
"Drama, Romance",7.9,0
"Action, Comedy, Crime",,0
"Animation, Adventure, Comedy",7.9,0
"Drama, Fantasy, Horror",5.4,0
"Animation, Adventure, Comedy",8.5,0
"History, Thriller",6.6,0
"Comedy, Romance",5.6,0
"Comedy, Romance",7.1,0
"Documentary, Adventure, Sport",7.7,0
"Crime, Drama, Mystery",6.6,0
"Crime, Drama, Thriller",6.7,0
"Comedy, Fantasy, Romance",7.8,0
"Action, Comedy",7.4,0
"Comedy, Crime, Drama",7.0,0
"Documentary, Biography, Crime",7.5,0
"Comedy, Romance",8.2,0
"Action, Adventure, Drama",8.8,0
"Action, Thriller",,0
"Comedy, Drama, Romance",5.3,0
"Biography, Drama",6.6,0
"Drama, Romance",3.9,0
"Animation, Adventure, Comedy",3.5,0
Comedy,7.0,0
"Drama, Romance",6.7,0
Comedy,6.5,0
"Drama, Fantasy, Horror",5.7,0
"Action, Adventure, Family",5.9,0
"Animation, Comedy, Drama",7.4,0
"Drama, Romance",8.3,0
"Animation, Adventure, Comedy",7.0,0
"Crime, Thriller",4.9,0
"Animation, Action, Adventure",8.2,0
"Game-Show, Reality-TV",6.9,0
"Action, Drama, History",6.9,0
"Documentary, Crime, Drama",7.1,0
"Action, Drama, Thriller",5.8,0
"Crime, Drama, Sci-Fi",6.6,0
Reality-TV,4.6,0
"Action, Crime, Drama",7.0,0
"Sci-Fi, Thriller",5.8,0
"Action, Adventure, Comedy",6.1,0
"Action, Crime, Drama",8.0,0
"Documentary, Reality-TV, Romance",8.6,0
"Biography, Drama",6.8,0
"Comedy, Drama",5.8,0
"Drama, History, War",,0
"Action, Crime, Drama",6.5,0
"Action, Adventure, Comedy",6.1,0
"Action, Crime, Drama",6.2,0
"Animation, Adventure, Comedy",,0
"Action, Crime, Thriller",5.5,0
"Comedy, Drama",8.5,0
"Animation, Action, Drama",7.5,0
"Action, Adventure, Sci-Fi",5.9,0
Drama,7.7,0
"Crime, Drama, Thriller",6.4,0
"Drama, Family",6.5,0
"Comedy, Fantasy, Horror",8.0,0
"Comedy, Romance",5.5,0
"Comedy, Drama, Fantasy",6.1,0
"Animation, Drama, Romance",7.6,0
"Drama, Thriller",5.5,0
"Horror, Music, Thriller",5.2,0
Documentary,5.8,0
"Adventure, Comedy, Horror",6.3,0
"Crime, Drama",7.9,0
"Animation, Action, Adventure",7.9,0
"Animation, Adventure, Comedy",6.9,0
"Drama, Romance",6.6,0
"Drama, Sci-Fi",7.1,0
"Adventure, Drama, Horror",6.4,0
"Comedy, Drama, Family",5.0,0
"Animation, Action, Adventure",6.2,0
Family,6.7,0
"Adventure, Comedy, Drama",7.5,0
Reality-TV,8.4,0
"Animation, Adventure, Comedy",6.3,0
"Drama, Romance",7.4,0
"Crime, Drama, Fantasy",8.5,0
"Drama, Horror, Mystery",6.5,0
Comedy,6.9,0
"Documentary, History",6.8,0
"Comedy, Fantasy, Romance",7.7,0
"Reality-TV, Romance",4.4,0
"Adventure, Drama, Family",,0
"Comedy, Romance",5.8,0
"Comedy, Drama",7.6,0
"Action, Crime, Romance",7.3,0
"Biography, Drama, Romance",6.6,0
"Drama, Music, Romance",5.9,0
"Drama, History",7.1,0
"Action, Adventure, Comedy",8.2,0
"Animation, Action, Adventure",6.4,0
"Comedy, Drama, Romance",7.5,0
"Game-Show, Reality-TV",,0
"Documentary, Crime, Music",7.2,0
"Crime, Drama, Western",7.6,0
"Action, Crime, Drama",6.1,0
"Comedy, Music",6.1,0
"Drama, Music, Romance",6.1,0
"Animation, Action, Comedy",8.1,0
"Crime, Drama",7.6,0
"Comedy, Romance",7.7,0
"Action, Horror, Sci-Fi",2.9,0
"Drama, Sci-Fi",7.3,0
"Animation, Comedy, Drama",7.7,0
"Documentary, Crime",7.1,0
"Crime, Drama, Mystery",4.3,0
Comedy,7.7,0
Comedy,5.2,0
Comedy,6.7,0
"Comedy, Romance",5.2,0
"Animation, Action, Adventure",,0
"Adventure, Drama, Family",6.7,0
"Adventure, Drama, Thriller",7.3,0
"Comedy, Drama, Family",7.2,0
"Action, Drama, Fantasy",8.3,0
"Documentary, Crime, Mystery",7.5,0
"Documentary, Sport",7.9,0
"Romance, Sci-Fi",6.0,0
"Crime, Drama",8.1,0
"Action, Crime, Drama",7.5,0
"Drama, Romance",6.8,0
"Adventure, Drama, Sci-Fi",4.7,0
"Animation, Action, Adventure",8.1,0
"Animation, Adventure, Comedy",6.3,0
"Documentary, Crime, Sport",7.4,0
"Crime, Drama, Thriller",5.9,0
"Drama, Romance",7.7,0
"Drama, Thriller",7.4,0
Comedy,6.7,0
"Action, War",6.7,0
"Documentary, Biography, Drama",7.0,0
Documentary,6.2,0
"Action, Drama, History",7.2,0
"Animation, Comedy, Family",,0
"Drama, History, Romance",6.9,0
"Action, Adventure, Thriller",,0
"Crime, Mystery, Thriller",6.8,0
"Comedy, Drama",6.2,0
"Animation, Action, Sport",8.0,0
"Animation, Drama, Fantasy",8.3,0
"Comedy, Drama, Fantasy",5.8,0
"Drama, Family, Sport",8.2,0
"Action, Drama, History",5.7,0
Comedy,5.4,0
"Animation, Drama, Horror",7.5,0
"Comedy, Drama, Music",5.8,0
"Drama, Romance, Sci-Fi",6.2,0
"Comedy, Drama",7.6,0
"Crime, Thriller",3.2,0
"Drama, Romance",8.0,0
"Animation, Action, Drama",6.7,0
"Action, Thriller",6.9,0
"Comedy, Family",6.0,0
Drama,6.1,0
"Comedy, Romance",8.4,0
Drama,7.4,0
"Crime, Drama, Thriller",7.1,0
"Animation, Adventure, Comedy",7.3,0
"Comedy, Horror",4.7,0
"Horror, Thriller",4.7,0
"Animation, Adventure, Comedy",5.5,0
Drama,6.6,0
Drama,7.8,0
Thriller,4.4,0
"Drama, Romance",8.2,0
"Action, Thriller",3.4,0
"Drama, Fantasy, Horror",8.0,0
"Adventure, Drama, Family",6.3,0
"Biography, Crime, Drama",7.8,0
"Drama, Thriller",5.9,0
"Comedy, Drama",7.9,0
"Animation, Action, Adventure",8.2,0
Comedy,,0
"Crime, Drama, Mystery",8.3,0
"Comedy, Romance",5.2,0
"Crime, Drama, Mystery",6.2,0
"Comedy, Fantasy, Horror",6.3,0
Reality-TV,6.2,0
"Action, Comedy",7.5,0
"Comedy, Drama, Romance",5.5,0
Thriller,4.5,0
"Action, Comedy",5.8,0
"Crime, Drama, Mystery",5.7,0
"Animation, Action, Adventure",7.2,0
"Adventure, Drama, Family",5.5,0
Drama,7.3,0
"Crime, Drama, Mystery",7.8,0
"Animation, Comedy, Drama",8.5,0
"Biography, Crime, Drama",8.0,0
"Comedy, Drama",7.3,0
"Comedy, Drama, Romance",7.1,0
"Action, Adventure, Mystery",6.2,0
Documentary,8.0,0
"Animation, Action, Adventure",7.2,0
"Adventure, Comedy, Drama",7.0,0
"Animation, Action, Adventure",8.1,0
Documentary,7.1,0
"Crime, Drama, Thriller",,0
"Drama, Horror, Sci-Fi",4.8,0
"Drama, Fantasy, Mystery",7.5,0
"Adventure, Comedy, Family",7.0,0
"Comedy, Drama, Romance",6.0,0
"Action, Comedy, Crime",7.6,0
Romance,8.4,0
"Drama, Thriller",6.9,0
"Comedy, Drama, Family",5.9,0
"Crime, Drama, Thriller",4.1,0
"Crime, Drama, Mystery",6.3,0
"Biography, Drama, Music",6.9,0
"Crime, Drama, Thriller",5.4,0
"Comedy, Fantasy",6.3,0
"Animation, Adventure, Drama",7.5,0
"Comedy, Romance",6.1,0
"Crime, Drama, Mystery",8.2,0
"Crime, Drama, Fantasy",5.6,0
Comedy,5.4,0
"Documentary, Biography, History",7.0,0
"Action, Comedy, Family",6.9,0
"Drama, Romance",6.4,0
Documentary,7.4,0
Drama,7.8,0
Comedy,6.3,0
"Game-Show, Reality-TV",7.4,0
Comedy,8.0,0
Drama,7.1,0
"Drama, History",7.6,0
Drama,,0
"Adventure, Drama, Fantasy",6.1,0
"Action, Drama, Thriller",5.7,0
"Comedy, Drama, Romance",7.2,0
"Animation, Comedy, Drama",8.0,0
"Comedy, Drama, Romance",7.1,0
"Action, Crime, Thriller",6.2,0
"Horror, Sci-Fi",7.6,0
"Adventure, Comedy, Family",6.0,0
"Action, Crime, Thriller",5.6,0
"Documentary, Crime, Mystery",7.1,0
"Action, Biography, Crime",6.8,0
"Documentary, Crime",6.3,0
"Action, Crime, Drama",4.8,0
"Documentary, Crime",8.1,0
"Documentary, Short, Comedy",8.2,0
"Animation, Action, Adventure",7.9,0
"Crime, Mystery, Thriller",7.4,0
"Crime, Thriller",7.2,0
"Drama, Fantasy, Horror",6.4,0
"Action, Comedy, Drama",7.3,0
"Comedy, Drama, Romance",5.8,0
"Animation, Adventure, Comedy",7.2,0
"Animation, Adventure, Comedy",5.8,0
"Drama, Horror, Mystery",5.8,0
"Action, Crime, Drama",6.3,0
"Biography, Crime, Drama",5.4,0
"Animation, Action, Adventure",7.6,0
Reality-TV,5.9,0
"Action, Crime, Drama",6.3,0
"Drama, Western",6.3,0
"Drama, Romance",6.9,0
Drama,6.4,0
"Comedy, Romance",5.9,0
"Action, Drama, Thriller",6.2,0
"Action, Adventure, Comedy",5.6,0
"Documentary, Reality-TV",8.5,0
"Crime, Drama, Mystery",6.6,0
"Drama, Music, Romance",7.6,0
"Comedy, Drama, Family",4.7,0
"Action, Comedy, Crime",,0
"Action, Adventure, Sci-Fi",,0
"Biography, Drama, History",7.3,0
"Action, Adventure, Comedy",7.1,0
"Adventure, Comedy, Drama",6.9,0
"Biography, Crime, Drama",7.3,0
"Animation, Comedy, Romance",8.2,0
"Documentary, Crime, Sport",7.5,0
"Drama, Horror, Mystery",6.5,0
"Comedy, Crime, Drama",6.5,0
"Game-Show, Reality-TV",7.2,0
"Comedy, Romance",8.1,0
"Animation, Action, Adventure",6.4,0
"Animation, Action, Adventure",6.9,0
"Action, Adventure, Comedy",5.3,0
Drama,,0
"Animation, Action, Horror",6.5,0
"Action, Comedy, Drama",6.3,0
"Action, Crime, Drama",,0
"Animation, Action, Adventure",7.9,0
"Comedy, Romance",5.5,0
"Drama, Thriller",8.5,0
"Drama, Family, Musical",5.7,0
"Documentary, Crime",7.0,0
"Documentary, Family, History",7.6,0
"Action, Adventure, Crime",5.8,0
"Crime, Drama, Mystery",7.8,0
"Comedy, Drama",5.3,0
"Animation, Adventure, Drama",6.7,0
"Animation, Short, Adventure",7.6,0
"Comedy, Fantasy, Horror",5.7,0
"Drama, Thriller",5.5,0
"Comedy, Drama",7.0,0
"Animation, Adventure, Comedy",8.1,0
Documentary,7.9,0
"Action, Crime, Drama",6.2,0
"Drama, Thriller",6.1,0
Thriller,,0
"Drama, Horror, Mystery",5.2,0
"Horror, Thriller",3.3,0
"Drama, Romance",7.1,0
"Animation, Action, Adventure",6.8,0
"Action, Drama, Fantasy",6.7,0
"Biography, Drama, History",6.7,0
"Drama, Romance",7.2,0
"Comedy, Drama, Romance",8.3,0
Thriller,6.4,0
"Crime, Drama, Thriller",6.3,0
Comedy,6.0,0
"Crime, Drama, Mystery",6.2,0
"Adventure, Comedy, Crime",6.7,0
"Horror, Reality-TV",4.6,0
Drama,8.6,0
"Action, Crime, Mystery",5.6,0
"Comedy, Drama, Family",7.1,0
Documentary,7.7,0
"Documentary, History, Sport",,0
"Crime, Drama, Mystery",7.0,0
"Crime, Drama",,0
"Action, Comedy, Sci-Fi",4.8,0
"Animation, Comedy, Drama",8.4,0
"Action, Adventure, Family",6.4,0
"Comedy, Family",6.8,0
Comedy,6.8,0
"Documentary, Sport",8.1,0
"Documentary, Biography, Crime",7.1,0
Reality-TV,5.8,0
"Comedy, Crime",6.8,0
"Drama, Mystery, Thriller",7.0,0
"Drama, Horror, Thriller",8.0,0
Comedy,5.4,0
"Action, Adventure, Drama",,0
"Action, Comedy",2.9,0
"Action, Adventure, Drama",5.8,0
Reality-TV,5.7,0
"Crime, Horror, Mystery",7.8,0
"Comedy, Romance",5.7,0
"Horror, Thriller",5.3,0
"Animation, Short, Action",6.8,0
"Animation, Action, Adventure",7.9,0
"Comedy, Romance",4.5,0
"Animation, Action, Comedy",5.5,0
"Action, Crime, Mystery",7.6,0
"Crime, Drama, Fantasy",7.2,0
"Action, Biography, Drama",7.0,0
"Drama, Romance",6.5,0
"Adventure, Biography, Drama",6.6,0
"Action, Comedy, History",7.8,0
"Action, Adventure, Drama",6.1,0
"Comedy, Romance",7.6,0
"Crime, Drama",7.5,0
"Animation, Action, Adventure",5.8,0
"Comedy, Drama, Romance",6.8,0
"Action, Thriller",2.8,0
"Animation, Action, Crime",8.5,0
Comedy,5.2,0
"Animation, Adventure, Comedy",5.4,0
"Mystery, Thriller",4.6,0
"History, Sport, Thriller",6.2,0
"Drama, Romance, Sci-Fi",7.8,0
"Biography, Drama, Sport",5.7,0
"Comedy, Drama, Thriller",6.6,0
"Drama, Horror, Mystery",4.6,0
"Animation, Action, Adventure",8.3,0
"Animation, Action, Fantasy",7.8,0
"Animation, Drama, Family",7.7,0
"Drama, Mystery",6.6,0
"Drama, Sci-Fi, Thriller",6.8,0
"Action, Comedy, Drama",5.0,0
Talk-Show,7.8,0
Drama,7.4,0
"Drama, Romance",7.6,0
"Documentary, Biography, History",7.4,0
"Drama, Fantasy, Thriller",7.3,0
"Animation, Action, Adventure",,0
"Adventure, Romance",6.5,0
"Animation, Drama, Fantasy",7.5,0
"Animation, Action, Drama",7.1,0
"Animation, Adventure, Comedy",,0
"Crime, Drama, Mystery",,0
Comedy,6.3,0
"Horror, Mystery, Thriller",6.4,0
"Drama, Mystery",8.6,0
"Action, Adventure, Comedy",5.8,0
"Documentary, Biography, Crime",7.7,0
"Game-Show, Reality-TV, Romance",6.5,0
"Adventure, Drama, Family",6.2,0
"Comedy, Drama",4.7,0
Reality-TV,5.4,0
"Adventure, Fantasy",,0
"Animation, Action, Adventure",8.4,0
"Documentary, Adventure",8.1,0
"Game-Show, Reality-TV",7.3,0
"Action, Comedy, Crime",8.0,0
"Animation, Drama, Horror",,0
"Comedy, Drama",7.8,0
"Crime, Drama, Mystery",7.1,0
"Action, Sci-Fi, Thriller",6.7,0
"Action, Adventure",8.2,0
Comedy,7.7,0
"Crime, Drama",7.0,0
"Action, Adventure, Crime",4.9,0
"Animation, Adventure, Family",4.8,0
"Animation, Action, Horror",5.7,0
"Crime, Drama",6.5,0
"Documentary, Sport",8.4,0
"Animation, Action, Adventure",7.1,0
"Comedy, Drama, Romance",6.3,0
Comedy,,0
Drama,6.7,0
"Action, Drama, Horror",3.4,0
"Action, Crime, Drama",,0
"Animation, Action, Adventure",7.6,0
"Animation, Adventure, Comedy",7.6,0
"Crime, Drama",6.3,0
"Animation, Action, Adventure",6.6,0
"Comedy, Drama",6.7,0
"Drama, Fantasy, Mystery",6.1,0
"Drama, History",6.2,0
"Action, Drama, Thriller",6.2,0
"Action, Drama",7.2,0
"Adventure, Drama, Fantasy",5.5,0
"Action, Comedy, Crime",6.1,0
"Animation, Crime, History",8.0,0
"Biography, Drama, History",7.1,0
"Animation, Drama, Fantasy",8.2,0
"Comedy, Drama",8.5,0
"Drama, Romance",4.6,0
"Documentary, History",8.1,0
Comedy,6.1,0
"Comedy, Drama, Horror",8.1,0
"Action, Comedy, History",7.7,0
Comedy,7.4,0
"Biography, Drama, Sport",7.0,0
"Biography, Drama",7.7,0
"Crime, Drama, Thriller",6.3,0
"Adventure, Fantasy",,0
"Documentary, Crime, History",8.2,0
"Action, Drama, Thriller",5.4,0
"Crime, Drama, Thriller",6.9,0
"Adventure, Biography, Drama",6.0,0
"Drama, Romance",5.5,0
"Family, Fantasy",7.4,0
"Action, Adventure, Drama",7.4,0
"Documentary, Drama, History",7.3,0
Drama,,0
Comedy,7.7,0
"Comedy, Romance",7.4,0
"Animation, Adventure, Comedy",5.6,0
"Action, Adventure, Comedy",7.9,0
Comedy,7.5,0
"Drama, Mystery, Thriller",5.2,0
"Animation, Action, Adventure",7.3,0
"Animation, Action, Adventure",6.8,0
"Animation, Action, Adventure",7.1,0
Drama,6.2,0
"Documentary, Crime",7.1,0
"Comedy, Romance",5.6,0
"Animation, Adventure",5.6,0
"Animation, Action, Adventure",7.0,0
"Comedy, Family, Romance",5.8,0
"Drama, Thriller",5.5,0
"Comedy, Sport",5.7,0
"Comedy, Drama, History",8.1,0
"Animation, Action, Drama",7.1,0
"Action, Thriller",5.3,0
Comedy,6.5,0
"Animation, Comedy, Drama",7.3,0
Comedy,7.9,0
"Comedy, Crime, Drama",6.8,0
"Crime, Fantasy, Romance",7.1,0
"Action, Thriller",5.6,0
"Drama, Fantasy, Horror",6.2,0
"Comedy, Fantasy, Romance",8.3,0
"Comedy, Fantasy, Romance",6.9,0
"Documentary, History, Reality-TV",8.0,0
Drama,6.9,0
Documentary,7.7,0
Documentary,,0
"Action, Adventure, Fantasy",6.3,0
"Comedy, Crime, Drama",5.7,0
"Drama, Fantasy, Romance",8.0,0
"Animation, Action, Adventure",7.0,0
"Comedy, Drama",8.2,0
"Crime, Drama, Mystery",4.4,0
Drama,,0
"Drama, Mystery, Thriller",6.7,0
"Documentary, Crime, Mystery",8.1,0
Drama,7.1,0
"Crime, Drama, Mystery",8.1,0
"Action, Adventure, Comedy",6.5,0
"Mystery, Thriller",5.3,0
"Drama, History",7.4,0
"Adventure, Drama, History",8.3,0
"Action, Adventure, Fantasy",6.1,0
"Drama, History",7.4,0
"Documentary, Music",8.0,0
"Comedy, Family",6.1,0
"Documentary, Sport",7.6,0
"Drama, Romance",7.9,0
"Comedy, Music",5.7,0
"Drama, Horror, Mystery",4.6,0
"Animation, Action, Adventure",7.5,0
"Documentary, Crime",7.1,0
"Animation, Action, Adventure",7.0,0
"Animation, Adventure, Comedy",5.8,0
"Action, Crime, Drama",6.7,0
"Comedy, Romance",4.6,0
Documentary,5.7,0
"Drama, Fantasy, Horror",7.0,0
"Documentary, Biography, Sport",8.1,0
"Comedy, Romance, Sci-Fi",8.0,0
"Crime, Drama",5.6,0
"Horror, Thriller",5.7,0
"Animation, Action, Comedy",7.3,0
"Crime, Drama, Mystery",5.9,0
"Crime, Drama, Thriller",3.8,0
Comedy,4.6,0
"Action, Crime, Drama",6.4,0
"Comedy, Drama",5.4,0
"Adventure, Comedy, Drama",5.2,0
Documentary,5.5,0
"Comedy, Romance",,0
"Adventure, Drama, Family",7.1,0
Comedy,8.3,0
"Animation, Action, Adventure",6.2,0
"Animation, Drama, Romance",6.6,0
"Documentary, Crime",8.1,0
Reality-TV,5.5,0
"Drama, Fantasy, Horror",7.0,0
Drama,,0
"Comedy, Drama, Family",5.9,0
"Comedy, Mystery, Sci-Fi",,0
"Animation, Action, Adventure",7.7,0
"Comedy, Fantasy, Romance",,0
"Action, Adventure, Fantasy",5.7,0
"Comedy, Sport",4.3,0
Drama,6.4,0
"Animation, Action, Adventure",7.8,0
"Action, Crime, Drama",5.7,0
"Crime, Drama, Mystery",7.4,0
"Comedy, Romance",7.1,0
"Crime, Drama, Mystery",5.4,0
Reality-TV,7.1,0
"Comedy, Drama",7.2,0
"Horror, Romance, Thriller",5.8,0
"Biography, Drama, History",6.4,0
"Comedy, Drama",6.1,0
"Action, Adventure, Drama",,0
"Comedy, Drama",6.8,0
Drama,6.1,0
"Action, Thriller",5.6,0
"Drama, History, Thriller",7.2,0
"Animation, Action, Adventure",6.9,0
"Crime, Drama, Mystery",8.2,0
"Comedy, Romance",7.6,0
"Animation, Drama, Mystery",8.4,0
"Action, Drama, Thriller",7.6,0
"Comedy, Drama, Romance",5.6,0
"Animation, Comedy, Fantasy",6.9,0
"Drama, Mystery",7.7,0
"Comedy, Drama, Romance",6.6,0
"Adventure, Comedy, Drama",5.1,0
"Comedy, Romance",7.4,0
Comedy,6.0,0
"Action, Adventure, Drama",,0
"Drama, Romance",6.1,0
"Horror, Mystery",5.2,0
"Comedy, Romance",4.8,0
"Animation, Action, Fantasy",7.4,0
"Animation, Action, Drama",7.6,0
Reality-TV,6.7,0
Drama,7.8,0
"Drama, Romance, Sport",3.2,0
"Drama, Romance",8.1,0
"Documentary, Crime",5.9,0
"Animation, Action, Adventure",7.3,0
"Action, Adventure, Comedy",3.8,0
"Animation, Action, Adventure",7.3,0
"Drama, Horror, Thriller",5.3,0
"Action, Drama, History",8.4,0
"Comedy, Drama, Fantasy",5.6,0
Reality-TV,5.4,0
Drama,5.2,0
"Action, Comedy",,0
"Drama, Sci-Fi",4.9,0
Horror,4.6,0
"Action, Thriller",4.6,0
"Comedy, Drama, Music",7.3,0
"Animation, Drama, Horror",7.9,0
"Horror, Thriller",4.4,0
"Comedy, Drama",7.2,0
"Animation, Adventure, Comedy",5.5,0
Drama,3.5,0
Comedy,7.1,0
"Comedy, Romance",,0
"Animation, Comedy, Family",8.9,0
"Horror, Thriller",4.2,0
Thriller,5.4,0
"Animation, Action, Adventure",8.0,0
"Crime, Drama, Thriller",6.7,0
"Animation, Short, Adventure",6.7,0
"Action, Comedy",5.8,0
"Documentary, News",7.4,0
"Comedy, Drama",7.5,0
"Documentary, Biography, Crime",8.5,0
Drama,6.8,0
"Fantasy, Horror, Romance",4.3,0
Comedy,5.3,0
"Family, Fantasy, Musical",6.4,0
"Comedy, Drama",5.8,0
"Action, Crime, Drama",4.7,0
"Animation, Action, Adventure",7.9,0
"Animation, Drama, Romance",6.8,0
"Comedy, Fantasy, Romance",7.9,0
"Drama, Horror, Thriller",5.8,0
"Animation, Action, Adventure",7.5,0
"Drama, Fantasy, Horror",5.0,0
Sport,5.7,0
"Documentary, Biography, Crime",6.3,0
"Drama, Horror, Mystery",6.2,0
"Comedy, Drama, Family",5.4,0
"Animation, Action, Adventure",7.7,0
Comedy,3.1,0
"Comedy, Drama",6.8,0
"Horror, Thriller",,0
"Comedy, Romance",,0
"Documentary, Biography, Comedy",8.1,0
"Action, Drama, War",6.3,0
"Documentary, Drama, Mystery",7.6,0
"Animation, Action, Adventure",6.6,0
"Action, Biography, Drama",6.6,0
"Horror, Thriller",4.9,0
Documentary,7.3,0
"Crime, Drama, Film-Noir",7.3,0
"Drama, Fantasy, Mystery",7.4,0
Drama,7.2,0
"Crime, Drama, History",6.8,0
"Drama, Fantasy, Mystery",7.5,0
"Comedy, Drama, Romance",6.5,0
Reality-TV,7.1,0
Documentary,7.4,0
"Drama, Romance",7.2,0
"Comedy, Family, Fantasy",5.4,0
"Documentary, Crime, History",5.6,0
"Documentary, Crime",6.4,0
"Comedy, Drama, Family",9.1,0
"Action, Adventure, Drama",,0
"Comedy, Romance",,0
"Drama, Romance",7.2,0
"Documentary, History",6.8,0
"Action, Crime, Thriller",5.3,0
"Drama, Romance",6.0,0
"Action, Biography, Drama",7.2,0
"Adventure, Drama, Family",4.7,0
"Action, Comedy, Crime",,0
"Animation, Adventure, Drama",7.0,0
"Crime, Drama",6.2,0
"Comedy, Drama",7.3,0
"Action, Sci-Fi, Thriller",6.3,0
Drama,7.5,0
"Drama, Romance",7.1,0
"Crime, Drama, Mystery",7.2,0
"Comedy, Horror",5.7,0
"Animation, Action, Adventure",6.2,0
"Documentary, Biography, Crime",6.7,0
"Biography, Drama, History",6.9,0
"Crime, Drama, Mystery",5.5,0
"Comedy, Drama",6.7,0
"Comedy, Drama, Romance",5.8,0
"Action, Drama, War",5.4,0
"Crime, Thriller",6.4,0
"Comedy, Drama, Music",7.5,0
"Action, Fantasy, Western",6.2,0
"Animation, Adventure, Comedy",5.8,0
"Action, Romance, Sci-Fi",7.6,0
"Animation, Action, Crime",6.3,0
"Drama, Thriller",6.3,0
Comedy,5.8,0
"Crime, Drama, Romance",6.9,0
"Drama, Thriller",6.6,0
"Animation, Action, Drama",7.2,0
"Comedy, Drama",8.2,0
"Action, Game-Show, Reality-TV",8.0,0
"Biography, Drama, History",,0
"Action, Drama, History",8.2,0
"Drama, Thriller",7.1,0
"Animation, Action, Adventure",,0
"Action, Comedy, Horror",5.9,0
"Action, Crime, Thriller",,0
"Action, Drama, Sci-Fi",6.0,0
"Animation, Family",8.5,0
"Documentary, Crime",6.1,0
"Comedy, Drama, Thriller",7.1,0
"Comedy, Drama, Romance",,0
"Drama, Romance",4.9,0
"Drama, Fantasy, Mystery",6.4,0
Documentary,6.6,0
Comedy,7.4,0
"Animation, Comedy",7.5,0
"Animation, Adventure, Comedy",7.7,0
"Comedy, Drama, Family",5.7,0
"Comedy, Crime, Family",8.2,0
"Action, Crime, Drama",6.1,0
"Adventure, Fantasy, Horror",6.4,0
"Animation, Action, Adventure",8.1,0
"Drama, Fantasy, Horror",5.6,0
"Crime, Drama, Thriller",7.0,0
"Comedy, Crime",6.7,0
Comedy,7.7,0
"Drama, Romance",5.3,0
"Crime, Drama, Mystery",8.0,0
"Comedy, Romance",6.3,0
"Comedy, Romance",8.1,0
"Action, Crime",6.3,0
"Action, Adventure, Thriller",,0
"Animation, Adventure, Comedy",5.6,0
"Action, Adventure, Comedy",4.0,0
"Horror, Thriller",,0
"Animation, Action, Adventure",7.2,0
Drama,7.3,0
"Comedy, Horror",7.5,0
"Action, Adventure, Drama",6.6,0
"Animation, Comedy, Family",6.0,0
"Comedy, Family, Fantasy",5.0,0
"Documentary, Comedy",7.7,0
"Drama, Mystery, Sci-Fi",4.5,0
Comedy,5.2,0
"Action, Drama, Fantasy",6.1,0
Comedy,6.8,0
"Animation, Action, Adventure",8.1,0
Comedy,6.2,0
Horror,3.7,0
"Documentary, Biography, Music",7.7,0
Family,5.6,0
"Crime, Drama, Thriller",7.2,0
"Crime, Thriller",6.4,0
"Drama, Romance",6.7,0
"Action, Drama, Thriller",6.2,0
"Animation, Comedy, Drama",8.6,0
"Biography, Drama, History",6.8,0
"Action, Crime, Thriller",4.5,0
"Drama, Thriller",4.4,0
"Comedy, Drama, Family",6.6,0
Drama,,0
Comedy,4.4,0
"Action, Drama, Mystery",7.5,0
"Comedy, Fantasy, Horror",7.6,0
"Horror, Thriller",4.8,0
"Drama, Horror, Mystery",5.4,0
Drama,,0
"Documentary, Crime",6.8,0
"Action, Adventure, Drama",6.8,0
"Documentary, Biography",8.9,0
"Action, Crime, Drama",6.6,0
"Drama, Horror, Thriller",5.5,0
Documentary,8.2,0
"Action, Crime, Thriller",6.4,0
Drama,8.4,0
"Animation, Adventure, Comedy",8.4,0
"Comedy, Romance",7.1,0
"Action, Drama, Western",7.6,0
Comedy,5.8,0
"Animation, Comedy, Sport",6.0,0
"Animation, Adventure, Comedy",6.4,0
"Animation, Adventure, Horror",6.4,0
"Drama, History, Romance",8.4,0
Comedy,7.4,0
"Animation, Action, Adventure",8.4,0
"Action, Adventure, Crime",5.3,0
"Comedy, Crime, Thriller",6.7,0
Comedy,4.5,0
"Comedy, Drama, Romance",6.1,0
"Comedy, Drama, Family",5.1,0
Comedy,7.3,0
"Animation, Comedy, Fantasy",7.2,0
"Animation, Action, Drama",7.1,0
"Comedy, Drama, Family",5.5,0
"Crime, Drama, Family",6.3,0
"Comedy, Horror, Thriller",3.9,0
"Drama, Romance",7.2,0
Comedy,7.6,0
"Biography, Drama, Sport",5.7,0
"Drama, Romance, Sci-Fi",5.9,0
"Drama, Family, Music",5.1,0
"Comedy, Music, Romance",5.4,0
Drama,5.5,0
"Animation, Action, Adventure",8.0,0
"Animation, Adventure, Comedy",5.4,0
Comedy,4.3,0
"Comedy, Drama",,0
"Drama, Fantasy, Romance",8.0,0
"Drama, History, Romance",8.0,0
Animation,8.2,0
Comedy,8.0,0
Horror,4.2,0
"Animation, Action, Adventure",7.5,0
"Comedy, Drama, Fantasy",,0
"Animation, Action, Adventure",,0
"Comedy, Drama",7.1,0
"Game-Show, Reality-TV",6.1,0
"Crime, Drama, Mystery",6.3,0
Comedy,,0
"Action, Drama, Thriller",6.3,0
